brushing_frequency,flossing_frequency,sugary_food_frequency,gum_bleeding,dental_visits,brushing_duration,consistency_score,assessment_score,risk_level
1,4,1,0,0,1.3,44.4,44.5,High Risk
2,2,2,0,0,4.4,51.2,64.1,High Risk
2,5,3,0,1,4.0,46.4,76.0,Medium Risk
3,0,2,0,1,2.3,86.3,66.7,High Risk
2,4,2,0,0,4.5,76.2,78.4,Medium Risk
2,1,6,0,2,5.0,59.6,53.9,High Risk
2,3,5,1,1,3.2,79.7,41.2,High Risk
3,1,0,0,3,1.6,41.0,80.8,Low Risk
3,0,2,1,2,4.2,89.5,68.6,High Risk
2,2,3,0,2,1.1,41.4,47.8,High Risk
2,4,0,0,3,3.3,55.0,93.0,Low Risk
2,3,4,0,4,2.7,51.2,68.9,Medium Risk
3,1,2,0,3,3.9,79.7,90.4,Medium Risk
1,0,3,1,1,1.5,54.3,7.1,High Risk
1,0,3,0,1,4.4,94.6,45.6,High Risk
2,2,4,0,1,1.0,72.6,41.9,High Risk
3,1,3,0,0,2.3,54.3,56.9,High Risk
3,2,2,0,1,1.6,48.9,66.9,Medium Risk
1,4,3,0,2,4.6,75.5,68.9,Medium Risk
3,0,3,0,4,3.2,79.8,81.2,Medium Risk
0,4,0,0,1,2.1,64.2,47.2,High Risk
0,1,0,0,1,2.7,43.0,32.7,High Risk
2,3,1,0,2,3.1,62.5,78.0,Medium Risk
3,5,3,0,2,3.0,44.5,89.7,Medium Risk
2,2,1,0,0,1.4,64.0,53.0,High Risk
2,2,2,0,1,2.6,53.9,58.7,High Risk
3,3,2,0,3,4.8,85.2,100.0,Low Risk
2,0,0,0,1,4.7,89.4,76.6,Medium Risk
2,0,2,0,1,1.5,84.8,46.7,High Risk
2,6,1,0,1,3.0,82.5,90.4,Low Risk
1,3,6,1,1,1.2,74.5,8.4,High Risk
2,4,4,0,3,4.7,45.1,80.0,Medium Risk
2,0,2,1,1,1.3,51.4,25.5,High Risk
2,0,4,0,2,4.2,53.2,53.2,High Risk
2,6,2,0,2,4.9,91.6,100.0,Low Risk
3,0,1,0,2,3.4,85.5,83.2,Medium Risk
3,3,3,0,2,3.0,75.0,84.2,Medium Risk
3,3,4,0,2,1.0,77.2,67.6,Medium Risk
2,2,0,0,0,4.6,57.4,76.2,Medium Risk
3,6,3,0,0,2.6,48.9,82.9,Medium Risk
2,5,2,0,1,4.6,55.4,85.9,Low Risk
2,2,2,0,0,4.3,77.7,67.5,High Risk
3,2,5,0,1,2.3,52.8,56.7,High Risk
2,6,3,1,4,1.3,93.6,71.8,Medium Risk
3,4,2,0,2,3.2,43.0,90.7,Low Risk
2,1,1,0,1,3.8,93.5,71.8,Medium Risk
0,3,2,0,1,3.7,89.4,45.6,High Risk
2,3,2,0,1,2.7,51.8,64.0,Medium Risk
2,7,2,0,1,2.3,68.1,84.0,Low Risk
2,0,1,0,1,4.3,70.2,66.3,High Risk
2,0,3,0,1,2.4,87.0,47.4,High Risk
2,3,2,0,0,3.4,72.9,66.3,Medium Risk
2,2,2,0,1,2.9,71.6,63.1,High Risk
2,0,4,0,1,3.1,74.4,44.8,High Risk
2,0,2,1,1,1.1,54.2,24.7,High Risk
1,0,4,0,1,1.7,67.1,20.3,High Risk
2,3,3,0,3,3.1,84.1,76.2,Medium Risk
1,0,3,0,1,4.6,75.3,43.9,High Risk
3,6,3,0,2,3.1,83.4,100.0,Low Risk
2,6,2,0,1,4.0,56.0,87.4,Low Risk
0,1,2,1,3,3.7,63.8,26.8,High Risk
2,0,1,0,1,2.6,83.5,58.1,High Risk
2,3,1,0,0,1.7,89.0,63.6,High Risk
2,3,7,0,2,4.6,44.8,54.3,High Risk
1,1,2,0,3,4.4,51.4,59.1,High Risk
3,4,0,0,1,4.1,53.1,100.0,Low Risk
3,4,4,0,1,5.0,85.7,92.9,Medium Risk
2,1,3,0,1,1.6,77.6,46.2,High Risk
2,2,1,0,1,3.4,71.3,71.1,Medium Risk
3,0,1,0,1,1.4,64.5,63.1,High Risk
2,4,4,0,1,1.1,72.5,52.5,High Risk
3,1,5,0,0,4.4,69.6,61.8,High Risk
1,4,2,1,3,4.0,69.6,59.4,High Risk
2,4,7,1,1,2.0,73.1,28.0,High Risk
3,0,3,0,2,3.8,78.6,74.6,Medium Risk
3,5,1,1,1,1.4,53.3,71.4,Medium Risk
3,2,2,1,1,4.6,82.4,75.0,Medium Risk
0,3,6,0,1,4.7,78.9,30.0,High Risk
1,3,2,0,3,3.3,69.7,65.3,High Risk
2,3,0,0,0,4.8,44.1,80.4,Medium Risk
2,0,5,0,3,1.9,89.4,44.8,High Risk
3,1,6,1,1,3.5,80.6,43.1,High Risk
2,4,6,0,4,3.3,84.3,72.4,Medium Risk
1,7,2,0,1,1.1,66.5,61.6,High Risk
2,3,2,0,3,1.8,86.8,73.8,Medium Risk
2,5,1,0,1,4.5,52.6,89.9,Low Risk
1,0,3,0,2,3.0,81.5,40.2,High Risk
2,4,1,0,2,2.7,91.0,84.9,Low Risk
3,6,1,0,1,2.7,48.9,98.5,Low Risk
2,2,1,0,0,5.0,87.0,78.0,Medium Risk
1,2,5,0,1,2.9,48.8,29.7,High Risk
2,0,3,0,1,3.5,73.4,52.0,High Risk
3,0,1,0,2,1.8,70.3,71.3,Medium Risk
2,6,4,0,1,3.1,69.9,74.1,Medium Risk
1,2,2,0,2,4.8,76.0,65.2,High Risk
3,7,1,0,1,1.2,46.1,94.1,Low Risk
2,3,2,1,4,2.1,42.2,58.9,Medium Risk
3,2,4,0,2,3.3,40.0,70.8,Medium Risk
3,6,3,0,3,4.6,89.4,100.0,Low Risk
2,2,1,1,2,4.3,78.3,67.5,Medium Risk
2,4,1,0,3,1.0,50.0,73.5,Low Risk
0,0,3,0,2,4.1,91.4,33.3,High Risk
3,3,5,0,1,1.6,47.4,56.7,High Risk
2,2,3,0,0,3.4,62.4,54.8,High Risk
1,0,2,0,1,3.1,79.2,40.5,High Risk
1,3,1,1,3,4.6,92.8,66.5,Medium Risk
0,5,2,0,2,2.4,86.5,52.4,High Risk
1,0,2,0,1,1.2,90.7,30.8,High Risk
3,2,2,0,2,2.1,58.4,76.4,Medium Risk
1,2,2,0,2,3.8,67.2,57.9,High Risk
2,7,5,0,2,3.3,58.6,78.6,Medium Risk
2,7,3,0,4,1.3,41.0,84.0,Medium Risk
0,7,0,0,0,3.4,76.7,66.9,Medium Risk
2,5,2,1,2,1.4,82.5,60.8,Medium Risk
1,4,1,0,1,3.4,85.5,68.2,High Risk
2,4,1,0,2,4.7,44.7,89.9,Low Risk
3,5,4,0,1,3.2,84.2,86.8,Medium Risk
0,1,1,0,1,1.3,42.6,19.2,High Risk
2,0,3,0,0,2.0,41.1,33.2,High Risk
2,1,3,1,2,1.6,42.5,31.0,High Risk
2,1,2,0,2,4.7,53.3,71.2,Medium Risk
0,1,1,0,1,3.3,47.3,31.9,High Risk
1,2,4,0,1,3.2,76.3,40.6,High Risk
2,3,1,1,2,1.7,86.7,58.2,High Risk
2,3,2,0,1,4.4,63.6,75.9,Medium Risk
3,4,1,1,1,2.2,59.6,72.1,Medium Risk
3,3,3,0,1,4.8,71.5,89.5,Medium Risk
2,2,0,0,1,4.7,60.7,82.3,Medium Risk
3,4,0,1,1,4.3,59.7,89.8,Medium Risk
2,4,2,0,0,4.2,51.1,72.9,Medium Risk
1,1,6,0,3,4.2,51.7,38.0,High Risk
1,1,3,0,4,2.6,66.6,50.6,High Risk
1,1,4,0,1,3.8,60.1,36.8,High Risk
0,1,4,0,1,2.4,46.1,11.3,High Risk
2,2,2,0,2,1.0,71.9,56.8,High Risk
3,2,2,1,3,2.6,61.6,69.8,Medium Risk
2,5,0,0,0,2.1,89.7,81.1,Medium Risk
3,2,3,0,0,1.4,70.1,58.9,High Risk
1,1,2,0,2,1.7,67.5,40.3,High Risk
2,7,2,1,1,1.2,43.6,58.7,High Risk
2,0,7,0,2,1.8,65.8,25.7,High Risk
2,7,3,0,2,2.8,41.6,83.0,Low Risk
2,4,2,0,1,2.5,83.0,72.5,Low Risk
1,3,2,1,1,1.8,75.0,32.0,High Risk
1,6,3,0,4,1.4,75.0,69.7,Medium Risk
3,4,1,0,4,1.4,42.9,94.8,Low Risk
1,4,0,0,3,2.2,88.9,76.5,Medium Risk
1,4,2,0,1,4.7,60.4,67.3,High Risk
2,3,2,1,2,4.9,86.9,72.4,Medium Risk
1,6,1,0,3,4.8,57.3,92.4,Low Risk
2,1,0,1,1,2.8,83.2,54.3,High Risk
2,2,3,1,0,3.4,47.9,37.6,High Risk
3,6,2,0,3,1.2,71.2,97.9,Low Risk
2,7,7,1,1,3.0,53.6,46.0,High Risk
3,2,2,1,1,2.7,68.8,61.5,High Risk
1,4,3,0,2,3.2,62.9,58.6,High Risk
2,3,0,1,3,1.9,83.3,68.9,Medium Risk
1,3,4,0,3,2.3,87.6,51.9,High Risk
1,1,2,0,2,1.3,51.8,35.6,High Risk
2,0,0,0,2,2.0,62.1,61.3,High Risk
2,0,5,0,2,1.2,72.5,33.1,High Risk
2,1,3,0,2,1.6,79.2,51.5,High Risk
3,3,2,0,1,4.0,70.8,89.6,Low Risk
1,0,3,1,1,3.0,75.8,19.4,High Risk
2,4,4,0,2,1.1,71.9,57.4,High Risk
1,1,2,0,3,2.8,40.2,47.8,High Risk
2,2,1,1,2,3.9,52.1,61.2,High Risk
2,7,2,0,3,2.5,81.5,97.2,Low Risk
2,2,3,0,2,1.6,65.0,54.4,High Risk
2,3,1,1,0,4.8,69.8,64.3,High Risk
1,6,1,0,3,4.7,64.5,92.9,Low Risk
1,1,1,1,0,2.5,89.0,28.4,High Risk
2,2,4,0,3,1.6,88.3,57.8,Medium Risk
3,0,3,0,1,2.7,90.2,64.7,High Risk
1,2,4,0,0,3.0,81.3,35.2,High Risk
1,3,5,1,1,4.0,71.8,29.8,High Risk
1,4,2,0,1,5.0,67.8,70.2,Medium Risk
2,2,2,0,1,3.9,85.8,71.3,Medium Risk
2,2,1,0,0,2.2,88.9,61.5,High Risk
2,7,4,0,0,4.8,95.0,88.0,Medium Risk
3,4,1,0,3,1.9,59.4,95.3,Low Risk
1,3,0,0,0,1.8,79.2,52.7,High Risk
3,7,2,0,3,1.6,48.6,100.0,Low Risk
1,5,1,1,3,4.0,43.3,65.5,Medium Risk
2,0,1,1,1,4.8,74.1,54.9,High Risk
3,3,2,0,1,3.8,54.6,86.0,Medium Risk
2,1,4,0,0,1.2,56.4,30.7,High Risk
3,6,6,0,0,2.8,75.1,73.1,Medium Risk
2,0,2,0,1,1.5,87.1,47.1,High Risk
2,4,0,0,0,4.2,77.0,86.8,Medium Risk
2,1,0,0,3,3.0,40.7,74.1,Medium Risk
3,5,4,0,3,3.3,82.4,97.2,Low Risk
3,4,1,0,0,2.0,70.1,82.5,Medium Risk
2,0,5,0,1,3.1,70.7,39.2,High Risk
2,2,1,0,1,2.3,93.3,67.8,High Risk
2,3,6,1,1,1.0,77.8,22.7,High Risk
2,3,1,0,1,2.7,43.6,67.7,High Risk
1,1,2,0,1,1.4,68.4,33.7,High Risk
1,5,2,0,1,4.1,51.2,67.3,High Risk
2,2,2,0,1,1.8,62.1,55.1,High Risk
0,1,0,0,0,2.1,59.0,26.5,High Risk
1,3,0,0,1,3.7,43.7,63.8,High Risk
3,4,4,0,4,3.5,56.1,94.4,Low Risk
2,6,3,0,1,2.7,86.3,79.1,Medium Risk
2,2,4,0,2,2.1,71.8,53.4,High Risk
0,0,4,0,1,2.1,77.0,9.2,High Risk
2,5,5,1,1,1.6,50.8,37.2,High Risk
3,3,1,1,0,3.3,74.9,71.0,Medium Risk
1,2,1,0,0,2.0,44.3,38.6,High Risk
2,6,0,1,0,1.5,64.7,63.7,Medium Risk
2,0,2,0,2,4.2,49.7,62.7,High Risk
2,4,4,0,3,4.3,86.7,83.8,Medium Risk
2,2,0,0,1,4.0,90.1,82.5,Medium Risk
0,0,2,1,2,1.3,66.2,2.7,High Risk
3,2,1,0,0,3.2,62.9,78.6,Medium Risk
2,0,2,0,0,1.1,67.3,36.7,High Risk
3,1,0,0,1,4.1,92.5,93.5,Medium Risk
2,2,3,0,0,5.0,44.3,61.6,High Risk
2,2,5,0,2,1.8,72.5,46.7,High Risk
1,0,4,0,0,3.4,86.1,28.3,High Risk
2,3,0,0,2,3.4,43.7,82.0,Medium Risk
2,3,0,0,1,2.2,59.5,72.1,Medium Risk
3,6,3,0,3,3.6,90.4,100.0,Low Risk
2,7,5,0,1,4.8,62.7,83.2,Medium Risk
3,3,6,0,3,2.0,49.0,64.3,High Risk
3,0,3,0,0,3.6,65.5,61.4,High Risk
0,3,2,0,1,2.8,46.4,33.8,High Risk
3,0,2,0,2,1.4,54.8,61.6,Medium Risk
2,3,0,1,1,4.2,74.8,71.4,Medium Risk
1,0,5,0,0,2.5,45.0,11.8,High Risk
0,4,2,0,1,2.5,85.1,42.8,High Risk
2,2,6,0,1,4.2,88.2,53.4,High Risk
1,3,0,0,2,1.3,89.0,61.1,High Risk
1,0,1,1,1,4.4,74.7,37.6,High Risk
3,0,5,0,2,2.3,50.4,51.4,High Risk
1,0,1,0,1,4.4,91.8,55.2,High Risk
3,7,2,0,3,4.4,65.4,100.0,Low Risk
2,3,3,0,0,3.0,61.6,57.2,High Risk
2,4,4,1,2,1.8,48.6,43.1,High Risk
3,0,0,0,0,2.6,70.6,71.2,Medium Risk
1,5,3,1,2,4.6,92.2,61.4,High Risk
2,3,0,0,1,3.1,63.0,78.0,Medium Risk
2,4,3,0,3,1.2,93.9,71.3,Medium Risk
2,7,0,0,1,3.2,69.7,99.7,Low Risk
2,0,7,1,0,2.8,60.5,5.9,High Risk
2,1,0,0,0,4.8,75.6,75.1,Medium Risk
2,5,0,1,3,1.6,82.7,77.0,Low Risk
1,7,3,0,0,3.6,82.6,69.0,High Risk
2,2,2,0,4,2.5,62.0,74.3,Medium Risk
3,6,3,0,0,3.9,61.7,92.7,Low Risk
1,6,2,0,0,2.1,86.2,60.5,High Risk
2,1,4,0,1,2.3,77.8,45.5,High Risk
2,2,0,1,0,2.5,50.0,47.5,High Risk
1,0,1,0,4,1.4,42.5,44.8,High Risk
3,2,6,0,2,4.9,53.1,72.4,Medium Risk
1,6,0,1,3,4.5,41.6,78.2,Medium Risk
2,1,2,0,1,4.9,48.7,66.7,High Risk
2,3,1,0,3,1.8,74.1,76.9,Medium Risk
1,3,1,0,0,2.9,40.6,48.5,High Risk
2,7,0,0,1,4.5,70.8,100.0,Low Risk
3,5,6,0,0,4.4,76.8,77.9,Medium Risk
1,4,0,0,1,2.1,84.4,65.3,Medium Risk
2,1,1,0,1,2.0,51.7,54.8,High Risk
2,3,3,0,0,4.8,50.5,66.4,High Risk
2,0,0,0,4,3.3,72.5,80.7,Medium Risk
3,3,2,0,1,1.0,89.1,74.4,Medium Risk
3,1,1,0,0,2.4,49.8,66.9,High Risk
2,1,1,1,3,2.5,77.8,56.7,High Risk
3,2,3,0,1,2.9,72.8,73.3,Medium Risk
2,5,2,1,2,1.1,81.3,58.8,High Risk
2,0,1,0,0,2.6,58.8,49.4,High Risk
0,2,0,1,1,4.4,46.3,33.3,High Risk
2,0,1,1,0,3.9,40.3,39.4,High Risk
2,3,1,1,0,3.7,74.2,58.3,High Risk
2,5,2,0,3,1.9,65.2,81.2,Low Risk
2,3,2,0,4,2.8,41.0,78.0,Medium Risk
3,5,0,1,1,2.5,74.4,86.2,Low Risk
3,0,2,1,0,4.7,48.5,55.5,High Risk
2,7,0,0,0,2.2,45.0,85.0,Medium Risk
1,0,3,0,1,1.5,89.2,27.4,High Risk
2,5,3,0,0,1.8,76.5,62.3,High Risk
0,4,2,0,3,3.3,54.2,52.9,High Risk
3,1,2,1,0,2.5,86.3,52.9,High Risk
1,0,0,0,2,2.0,45.4,43.8,High Risk
2,4,0,1,0,2.1,59.2,56.5,High Risk
2,0,1,1,2,4.9,77.8,61.1,High Risk
2,0,3,1,2,3.2,86.3,42.1,High Risk
2,2,4,0,1,4.9,61.1,63.6,High Risk
2,5,0,0,1,3.3,78.0,91.5,Low Risk
2,2,0,0,2,4.9,81.0,91.6,Medium Risk
2,6,5,0,1,1.3,88.0,61.0,Medium Risk
2,1,2,0,3,2.2,81.0,65.4,Medium Risk
2,4,7,1,1,1.3,42.9,19.2,High Risk
1,1,4,0,1,2.1,72.0,28.4,High Risk
3,5,2,0,1,4.5,41.0,98.2,Low Risk
3,2,0,1,2,4.6,83.3,90.1,Medium Risk
2,1,7,0,0,3.0,79.9,30.0,High Risk
2,1,5,0,0,1.4,59.0,27.2,High Risk
3,2,0,0,4,4.1,56.4,100.0,Low Risk
3,0,3,1,4,2.7,85.8,64.1,High Risk
2,1,1,0,0,4.3,67.7,66.0,High Risk
0,7,0,0,1,3.9,89.7,76.9,Medium Risk
3,0,0,0,2,2.0,88.9,80.3,Medium Risk
2,2,1,0,1,2.9,77.8,69.1,High Risk
2,0,1,0,0,4.5,71.9,62.8,High Risk
1,1,2,0,1,3.4,81.8,47.7,High Risk
3,3,4,0,3,4.2,40.9,86.3,Low Risk
3,1,3,0,2,1.6,57.7,63.3,High Risk
2,2,0,0,1,1.7,77.1,66.8,High Risk
2,0,1,0,2,4.2,51.0,67.9,High Risk
3,5,0,0,2,2.0,83.4,100.0,Low Risk
3,3,2,1,2,2.7,67.8,71.4,Medium Risk
2,6,0,0,4,4.1,68.2,100.0,Low Risk
3,0,2,0,3,3.1,61.4,77.8,Medium Risk
2,1,1,1,2,3.8,73.2,58.8,High Risk
1,0,2,0,1,2.4,93.9,38.5,High Risk
3,4,1,0,1,3.5,83.1,98.5,Low Risk
3,0,0,0,3,1.7,42.6,76.6,Medium Risk
3,0,2,1,1,1.5,73.0,45.0,High Risk
1,4,3,0,1,2.4,93.1,53.4,High Risk
1,6,4,0,3,4.0,88.0,77.2,Medium Risk
2,1,4,0,4,4.4,94.7,75.6,Medium Risk
3,1,3,0,2,3.9,55.0,76.7,Medium Risk
3,2,1,0,2,4.4,94.0,100.0,Low Risk
3,2,3,1,2,1.3,53.3,50.8,High Risk
2,0,3,0,2,1.7,53.7,43.3,High Risk
2,2,2,1,1,1.5,61.4,38.2,High Risk
2,4,0,1,2,2.4,67.7,69.6,Medium Risk
1,2,1,0,2,2.8,44.6,53.5,High Risk
2,7,2,0,1,2.1,51.5,80.3,Low Risk
2,3,1,0,4,1.5,47.9,76.2,Medium Risk
2,0,1,1,1,2.9,57.1,41.0,High Risk
1,1,2,0,2,2.4,42.1,40.7,High Risk
2,4,2,0,2,1.4,47.8,65.6,Low Risk
2,0,0,0,1,3.9,53.4,66.4,High Risk
2,4,0,1,3,2.5,42.7,71.4,Medium Risk
1,2,1,0,2,1.5,66.2,48.9,High Risk
2,4,6,0,0,1.7,81.2,42.4,High Risk
3,4,2,0,1,4.3,42.5,92.2,Low Risk
2,3,2,0,0,1.2,65.3,52.0,High Risk
3,4,4,0,0,4.0,50.4,76.6,Medium Risk
3,2,0,0,0,3.8,90.7,91.4,Medium Risk
2,6,0,0,0,3.2,61.2,88.4,Medium Risk
3,1,2,0,2,2.7,93.8,80.3,Medium Risk
3,6,1,0,4,3.6,94.9,100.0,Low Risk
2,4,4,0,2,2.1,74.8,63.8,Medium Risk
2,0,3,1,0,4.9,67.9,39.6,High Risk
3,3,3,0,1,2.9,63.7,77.0,Medium Risk
2,1,3,0,0,1.1,45.6,33.4,High Risk
2,5,2,0,1,1.7,90.2,73.7,Low Risk
2,4,3,0,0,1.8,67.3,55.9,High Risk
1,2,2,0,0,2.7,80.2,43.2,High Risk
3,6,2,1,1,2.5,63.5,79.5,Low Risk
3,4,1,0,1,3.8,74.3,98.9,Low Risk
2,2,4,0,3,2.9,51.1,60.1,Medium Risk
3,0,7,0,4,2.7,46.3,53.1,High Risk
2,0,1,1,2,2.4,94.3,48.5,High Risk
3,2,2,0,1,1.4,58.1,67.1,High Risk
2,1,2,0,0,3.8,83.5,60.3,High Risk
2,2,1,1,0,3.9,85.5,56.2,High Risk
1,0,2,0,2,1.2,78.6,34.0,High Risk
1,0,0,1,3,3.0,61.9,42.3,High Risk
2,0,1,1,1,3.6,78.8,48.4,High Risk
2,4,3,0,1,2.2,84.7,65.9,Medium Risk
2,5,2,0,1,3.1,42.2,74.9,Low Risk
2,3,1,0,2,3.3,73.7,80.9,Medium Risk
2,0,2,0,0,2.9,73.6,48.4,High Risk
2,5,0,1,1,3.9,45.2,75.2,Medium Risk
1,4,1,0,3,2.7,72.5,72.1,Medium Risk
2,1,1,0,0,1.9,70.3,51.9,High Risk
0,4,0,0,3,4.9,64.7,74.1,Medium Risk
2,2,4,0,1,5.0,61.3,64.2,High Risk
2,5,1,1,0,1.0,68.5,51.3,High Risk
2,0,4,0,1,1.8,42.8,32.2,High Risk
3,4,0,0,2,3.7,66.2,100.0,Low Risk
3,1,0,0,2,1.3,92.2,81.6,Medium Risk
2,4,2,0,0,4.0,76.6,75.5,Medium Risk
2,2,1,0,1,1.4,92.9,62.3,High Risk
1,2,5,0,1,1.4,70.3,23.9,High Risk
1,2,1,0,1,1.3,82.5,45.2,High Risk
3,1,4,1,0,4.3,72.6,51.7,High Risk
2,0,0,0,1,2.4,68.8,59.7,High Risk
2,0,3,0,2,3.8,50.3,55.3,High Risk
3,2,4,0,1,2.4,76.6,65.9,High Risk
1,4,0,1,4,4.1,64.7,74.3,Medium Risk
2,5,0,1,0,1.8,77.7,62.5,High Risk
2,5,1,1,3,2.4,91.9,78.2,Medium Risk
2,1,0,0,1,3.6,92.2,75.4,Medium Risk
1,4,0,1,0,4.7,87.8,61.4,High Risk
3,1,1,0,1,4.4,63.9,86.0,Medium Risk
2,3,3,0,2,1.0,76.4,57.5,High Risk
3,0,5,0,3,2.2,75.1,59.5,High Risk
1,6,3,0,0,3.6,86.6,64.6,High Risk
2,1,3,1,1,3.3,76.5,41.3,High Risk
3,2,6,1,0,1.3,50.3,25.3,High Risk
1,7,1,0,1,1.1,53.1,64.6,Medium Risk
3,2,3,0,2,4.4,73.7,87.5,Medium Risk
2,0,6,1,1,3.8,68.5,23.1,High Risk
3,3,3,0,3,4.4,61.6,95.6,Low Risk
2,4,5,0,1,1.1,59.4,45.5,High Risk
2,1,4,0,2,2.6,93.0,54.5,High Risk
2,2,0,0,2,1.2,78.6,69.0,Medium Risk
2,1,3,0,1,1.1,62.3,40.9,High Risk
2,4,2,0,3,3.3,78.6,86.6,Low Risk
3,0,0,0,2,1.6,52.3,72.4,Medium Risk
1,2,1,0,4,1.3,61.0,56.9,High Risk
1,1,3,0,2,4.0,64.7,48.7,High Risk
0,5,1,1,1,2.5,94.6,39.2,High Risk
2,4,2,0,4,3.2,94.0,93.3,Low Risk
3,5,1,0,2,5.0,58.6,100.0,Low Risk
3,0,1,0,1,1.8,42.4,62.2,High Risk
2,6,1,0,1,2.4,50.0,81.9,Low Risk
2,1,0,0,1,4.4,52.3,74.2,Medium Risk
2,0,1,0,2,2.0,70.6,57.6,High Risk
2,3,5,0,1,1.0,59.4,39.9,High Risk
0,0,2,0,0,2.0,72.7,12.9,High Risk
2,2,3,0,3,1.1,93.1,60.6,Medium Risk
1,3,1,0,4,1.5,42.7,60.4,High Risk
2,1,1,0,2,3.9,51.5,71.1,Medium Risk
3,2,1,1,2,4.9,65.3,84.2,Medium Risk
3,3,7,1,1,4.5,80.5,54.1,High Risk
2,1,3,0,2,4.2,50.8,62.8,High Risk
2,4,1,1,2,4.5,88.8,80.3,Medium Risk
2,4,0,0,2,1.7,79.4,82.1,Low Risk
2,6,2,0,2,3.3,68.0,90.0,Low Risk
0,3,2,0,3,3.6,78.9,53.4,High Risk
2,6,1,0,2,2.1,42.3,83.9,Low Risk
1,4,1,0,1,1.9,78.3,58.1,High Risk
0,6,4,0,3,2.4,59.4,48.3,High Risk
3,5,0,0,1,3.4,61.1,100.0,Low Risk
2,2,5,1,0,4.8,67.0,38.8,High Risk
2,5,2,0,1,3.4,48.6,77.7,Low Risk
3,1,5,0,0,4.2,65.1,60.0,High Risk
2,2,3,0,1,3.0,73.3,59.0,High Risk
3,4,2,0,2,4.4,44.8,98.1,Low Risk
3,2,4,0,1,3.7,58.5,71.0,Medium Risk
3,5,0,0,1,3.3,77.4,100.0,Low Risk
1,3,1,0,3,1.9,62.4,60.8,Medium Risk
3,4,1,0,1,3.2,91.1,97.9,Low Risk
2,4,5,0,1,2.6,81.4,57.8,High Risk
2,1,2,0,2,3.9,89.6,71.8,Medium Risk
3,3,4,0,3,1.2,70.4,72.8,Medium Risk
0,4,1,0,1,1.1,53.4,34.6,High Risk
2,6,3,0,0,1.4,49.6,60.8,High Risk
3,0,3,0,1,3.4,82.9,67.8,High Risk
2,2,1,0,1,4.9,58.6,78.2,Medium Risk
3,6,2,1,1,2.1,81.9,79.9,Medium Risk
2,1,0,0,0,4.6,66.4,72.6,Medium Risk
3,7,3,0,1,2.9,58.2,96.1,Low Risk
3,0,6,0,4,4.7,75.1,74.5,Medium Risk
0,3,3,0,0,3.7,89.5,35.6,High Risk
1,4,2,0,0,3.2,69.4,54.6,High Risk
2,1,4,0,0,4.4,62.9,50.8,High Risk
2,4,0,0,1,2.0,75.3,78.3,Low Risk
1,2,2,1,2,1.5,87.1,32.1,High Risk
2,1,3,0,2,3.0,88.7,61.3,High Risk
3,2,3,0,3,2.7,82.7,83.6,Medium Risk
3,1,1,0,0,3.9,44.6,75.1,Medium Risk
3,2,2,0,3,2.2,71.8,84.0,Medium Risk
2,4,7,0,3,2.9,84.8,60.1,High Risk
3,3,3,0,2,4.9,93.2,98.4,Low Risk
3,5,0,1,1,3.7,58.7,91.0,Low Risk
0,5,2,0,3,1.9,68.3,51.6,High Risk
2,5,2,0,3,3.8,73.7,93.9,Low Risk
1,6,3,0,2,4.0,49.2,71.4,Medium Risk
2,1,3,0,2,1.0,49.9,43.5,High Risk
2,1,1,0,1,2.1,61.8,56.9,High Risk
3,7,3,0,2,1.1,58.1,90.3,Low Risk
2,1,2,0,1,2.7,44.4,52.9,High Risk
2,7,1,0,1,4.7,54.5,100.0,Low Risk
3,1,0,0,1,3.2,91.9,88.0,Medium Risk
2,1,2,0,0,4.5,60.5,61.1,High Risk
2,0,2,1,0,3.2,67.1,34.3,High Risk
1,2,4,0,1,3.0,72.2,38.8,High Risk
3,3,6,0,0,5.0,43.1,66.5,High Risk
1,3,0,1,2,3.4,77.7,57.1,High Risk
2,4,1,0,0,3.5,45.2,72.8,Medium Risk
2,3,0,0,0,2.2,60.3,67.2,High Risk
1,3,3,0,3,2.0,82.9,54.4,High Risk
2,1,1,0,2,3.2,71.8,70.0,Medium Risk
2,0,2,0,1,4.2,90.3,63.7,High Risk
3,1,0,1,1,1.4,67.1,58.5,High Risk
3,2,6,0,2,1.8,69.1,56.2,High Risk
2,4,6,0,2,1.3,89.4,51.2,High Risk
2,2,2,0,1,3.6,79.6,68.5,Medium Risk
2,0,1,0,1,3.7,66.8,62.2,High Risk
1,2,3,0,0,1.8,56.5,29.3,High Risk
1,4,2,0,2,3.8,93.6,71.8,Medium Risk
2,3,7,1,0,3.8,63.5,27.3,High Risk
3,3,7,0,1,3.5,57.9,59.7,High Risk
3,4,3,0,4,2.1,56.7,91.1,Low Risk
3,1,4,1,4,2.3,46.3,55.7,High Risk
2,4,4,0,1,1.4,72.2,54.2,High Risk
1,3,2,0,1,4.6,47.5,59.7,High Risk
